vacc_id,vacc_name,vacc_vocab,p1,p2,p3,p4,p5,p6,m1,m2,m3,m4,m5,m6
19081261,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.104 MG/ML / Neisseria meningitidis serogroup C capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.104 MG/ML / Neisseria meningitidis serogroup W-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.104 MG/ML / Neisseria meningitidis serogroup Y capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.104 MG/ML [Menactra],RxNorm,,,,,,meningococcal,,,,,,meningococcal polysaccharide
528299,"Menactra Meningococcal (Groups A,C,Y and W-135) Polysaccharide Diphtheria Toxoid Conjugate Vaccine 0.5 ML Injection",RxNorm,,,,,,meningococcal,,,,,,meningococcal polysaccharide
529048,Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine 0.008 MG/ML / Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML Injectable Suspension,RxNorm,,,,,,pneumococcal,,,,,,pneumococcal conjugate
528299,0.5 ML Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.104 MG/ML / Neisseria meningitidis serogroup C capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.104 MG/ML / Neisseria meningitidis serogroup W-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.104 MG/ML / Neisseria meningitidis serogroup Y capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.104 MG/ML Injection [Menactra],RxNorm,,,,,,meningococcal,,,,,,meningococcal polysaccharide
40150781,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine / Neisseria meningitidis serogroup C capsular polysaccharide diphtheria toxoid protein conjugate vaccine / Neisseria meningitidis serogroup W-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine / Neisseria meningitidis serogroup Y capsular polysaccharide diphtheria toxoid protein conjugate vaccine Prefilled Syringe,RxNorm,,,,,,meningococcal,,,,,,meningococcal polysaccharide
19029084,Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine 0.008 MG/ML / Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML [Prevnar],RxNorm,,,,,,pneumococcal,,,,,,pneumococcal conjugate
528294,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.052 MG / Neisseria meningitidis serogroup C capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.052 MG / Neisseria meningitidis serogroup W-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.052 MG / Neisseria meningitidis serogroup Y capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.052 MG per 0.5 ML Prefilled Syringe,RxNorm,,,,,,meningococcal,,,,,,meningococcal polysaccharide
40150934,Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine Injectable Suspension [Prevnar],RxNorm,,,,,,pneumococcal,,,,,,pneumococcal conjugate
528294,0.5 ML Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.104 MG/ML / Neisseria meningitidis serogroup C capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.104 MG/ML / Neisseria meningitidis serogroup W-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.104 MG/ML / Neisseria meningitidis serogroup Y capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.104 MG/ML Prefilled Syringe,RxNorm,,,,,,meningococcal,,,,,,meningococcal polysaccharide
40150782,Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine / Neisseria meningitidis serogroup C capsular polysaccharide diphtheria toxoid protein conjugate vaccine / Neisseria meningitidis serogroup W-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine / Neisseria meningitidis serogroup Y capsular polysaccharide diphtheria toxoid protein conjugate vaccine Prefilled Syringe [Menactra],RxNorm,,,,,,meningococcal,,,,,,meningococcal polysaccharide
529049,Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine 0.008 MG/ML / Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML Injectable Suspension [Prevnar],RxNorm,,,,,,pneumococcal,,,,,,pneumococcal conjugate
528300,"Menactra Meningococcal (Groups A,C,Y and W-135) Polysaccharide Diphtheria Toxoid Conjugate Vaccine Prefilled Syringe",RxNorm,,,,,,meningococcal,,,,,,meningococcal polysaccharide
528300,0.5 ML Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.104 MG/ML / Neisseria meningitidis serogroup C capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.104 MG/ML / Neisseria meningitidis serogroup W-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.104 MG/ML / Neisseria meningitidis serogroup Y capsular polysaccharide diphtheria toxoid protein conjugate vaccine 0.104 MG/ML Prefilled Syringe [Menactra],RxNorm,,,,,,meningococcal,,,,,,meningococcal polysaccharide
529049,Prevnar Pneumococcal 7-Valent Conjugate Vaccine (Diphtheria CRM197 Protein) Injectable Suspension,RxNorm,,,,,,pneumococcal,,,,,,pneumococcal conjugate
40150936,Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine Prefilled Syringe,RxNorm,,,,,,pneumococcal,,,,,,pneumococcal conjugate
529050,Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.002 MG / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine 0.002 MG / Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.002 MG / Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.002 MG / Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.002 MG / Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG / Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine 0.002 MG per 0.5 ML Prefilled Syringe,RxNorm,,,,,,pneumococcal,,,,,,pneumococcal conjugate
529716,"Mumpsvax, Mumps Virus Vaccine Live, (Jeryl Lynn Strain) Injectable Solution",RxNorm,,,mumps,,,,,,mumps live,,,
529050,pneumococcal 7-valent conjugate vaccine (diphtheria CRM197 protein) 0.5 ML Prefilled Syringe,RxNorm,,,,,,pneumococcal,,,,,,pneumococcal conjugate
528326,"Engerix-B, Hepatitis B Surface Antigen vaccine, adsorbed Injectable Suspension",RxNorm,,,,,hepatitis b,,,,,,,
529050,0.5 ML Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine 0.008 MG/ML / Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML Prefilled Syringe,RxNorm,,,,,,pneumococcal,,,,,,pneumococcal conjugate
528327,"hepatitis B surface antigen vaccine 20 MCG/ML Prefilled Syringe, 1 ML",RxNorm,,,,,hepatitis b,,,,,,,
40150937,Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine Prefilled Syringe [Prevnar],RxNorm,,,,,,pneumococcal,,,,,,pneumococcal conjugate
528329,hepatitis B surface antigen vaccine 10 MCG per 0.5 ML Prefilled Syringe,RxNorm,,,,,hepatitis b,,,,,,,
529051,Prevnar (Pneumococcal 7-Valent Conjugate Vaccine (Diphtheria CRM197 Protein)) 0.5 ML Prefilled Syringe,RxNorm,,,,,,pneumococcal,,,,,,pneumococcal conjugate
529051,0.5 ML Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML / Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine 0.008 MG/ML / Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine 0.004 MG/ML Prefilled Syringe [Prevnar],RxNorm,,,,,,pneumococcal,,,,,,pneumococcal conjugate
19030117,"H-B-Vax II, Hepatitis B Vaccine (Recombinant), MSD Injectable Suspension",RxNorm,,,,,hepatitis b,,,,,,hepatitis b recombinant,
528329,hepatitis B surface antigen vaccine 0.01 MG per 0.5 ML Prefilled Syringe,RxNorm,,,,,hepatitis b,,,,,,,
19130426,"Engerix-B, Hepatitis B Surface Antigen Vaccine, Adsorbed (Pediatric Dose) 0.5 ML Prefilled Syringe",RxNorm,,,,,hepatitis b,,,,,,,
19030173,"Dryvax, Dried Smallpox Vaccine Injectable Suspension",RxNorm,,,,,,smallpox,,,,,,
528352,"Engerix-B, Hepatitis B Surface Antigen Vaccine, Adsorbed (Pediatric Dose) 1.5 ML Prefilled Syringe",RxNorm,,,,,hepatitis b,,,,,,,
528352,"Engerix-B, Hepatitis B Surface Antigen Vaccine, Adsorbed 1.5 ML Prefilled Syringe",RxNorm,,,,,hepatitis b,,,,,,,
19131820,"Biavax II, Rubella and Mumps Virus Vaccine Live Injectable Solution",RxNorm,,rubella,mumps,,,,,rubella live,mumps live,,,
19131904,"Influenza Virus Vaccine, Inactivated, A-H1N1 (A-Brisbane-59-2007) strain 0.03 MG/ML / Influenza Virus Vaccine, Inactivated, A-H3N2 (A-Uruguay-716-2007) strain 0.03 MG/ML / Influenza Virus Vaccine, Inactivated, Influenza B (B-Florida-4-2006) strain 0.03 MG/ML [Afluria 2008-2009 Formula]",RxNorm,,,,,,influenza,,,,,,
19131898,"Influenza Virus Vaccine, Inactivated, A-H1N1 (A-Brisbane-59-2007) strain 0.03 MG/ML / Influenza Virus Vaccine, Inactivated, A-H3N2 (A-Uruguay-716-2007) strain 0.03 MG/ML / Influenza Virus Vaccine, Inactivated, Influenza B (B-Florida-4-2006) strain 0.03 MG/ML Injectable Suspension",RxNorm,,,,,,influenza,,,,,,
40153832,"Influenza Virus Vaccine, Inactivated, A-H1N1 (A-Brisbane-59-2007) strain / Influenza Virus Vaccine, Inactivated, A-H3N2 (A-Uruguay-716-2007) strain / Influenza Virus Vaccine, Inactivated, Influenza B (B-Florida-4-2006) strain Prefilled Syringe [Afluria 2008-2009 Formula]",RxNorm,,,,,,influenza,,,,,,
40153846,"Influenza Virus Vaccine, Live Attenuated, A-South Dakota-6-2007 (H1N1) (A-Brisbane-59-2007-like) strain / Influenza Virus Vaccine, Live Attenuated, A-Uruguay -716-2007 (H3N2) (A-Brisbane-10-2007-like) strain / Influenza Virus Vaccine, Live Attenuated, B-Florida-4-2006 strain Nasal Spray",RxNorm,,,,,,influenza,,,,,,influenza live
19131921,"Influenza Virus Vaccine, Live Attenuated, A-South Dakota-6-2007 (H1N1) (A-Brisbane-59-2007-like) strain 158000000 UNT/ML / Influenza Virus Vaccine, Live Attenuated, A-Uruguay -716-2007 (H3N2) (A-Brisbane-10-2007-like) strain 158000000 UNT/ML / Influenza Virus Vaccine, Live Attenuated, B-Florida-4-2006 strain 158000000 UNT/ML Nasal Spray",RxNorm,,,,,,influenza,,,,,,influenza live
19131899,"0.5 ML Influenza Virus Vaccine, Inactivated, A-H1N1 (A-Brisbane-59-2007) strain 0.03 MG/ML / Influenza Virus Vaccine, Inactivated, A-H3N2 (A-Uruguay-716-2007) strain 0.03 MG/ML / Influenza Virus Vaccine, Inactivated, Influenza B (B-Florida-4-2006) strain 0.03 MG/ML Prefilled Syringe",RxNorm,,,,,,influenza,,,,,,
19131905,"0.5 ML Influenza Virus Vaccine, Inactivated, A-H1N1 (A-Brisbane-59-2007) strain 0.03 MG/ML / Influenza Virus Vaccine, Inactivated, A-H3N2 (A-Uruguay-716-2007) strain 0.03 MG/ML / Influenza Virus Vaccine, Inactivated, Influenza B (B-Florida-4-2006) strain 0.03 MG/ML Prefilled Syringe [Afluria 2008-2009 Formula]",RxNorm,,,,,,influenza,,,,,,
19131922,"Influenza Virus Vaccine, Live Attenuated, A-South Dakota-6-2007 (H1N1) (A-Brisbane-59-2007-like) strain 158000000 UNT/ML / Influenza Virus Vaccine, Live Attenuated, A-Uruguay -716-2007 (H3N2) (A-Brisbane-10-2007-like) strain 158000000 UNT/ML / Influenza Virus Vaccine, Live Attenuated, B-Florida-4-2006 strain 158000000 UNT/ML [FluMist 2008-2009 Formula]",RxNorm,,,,,,influenza,,,,,,influenza live
19131905,"Afluria, 2008-2009 Formula Inactivated Influenza Virus Vaccine 0.5 ML Prefilled Syringe",RxNorm,,,,,,influenza,,,,,,
40153847,"Influenza Virus Vaccine, Live Attenuated, A-South Dakota-6-2007 (H1N1) (A-Brisbane-59-2007-like) strain / Influenza Virus Vaccine, Live Attenuated, A-Uruguay -716-2007 (H3N2) (A-Brisbane-10-2007-like) strain / Influenza Virus Vaccine, Live Attenuated, B-Florida-4-2006 strain Nasal Spray [FluMist 2008-2009 Formula]",RxNorm,,,,,,influenza,,,,,,influenza live
40153830,"Influenza Virus Vaccine, Inactivated, A-H1N1 (A-Brisbane-59-2007) strain / Influenza Virus Vaccine, Inactivated, A-H3N2 (A-Uruguay-716-2007) strain / Influenza Virus Vaccine, Inactivated, Influenza B (B-Florida-4-2006) strain Injectable Suspension [Afluria 2008-2009 Formula]",RxNorm,,,,,,influenza,,,,,,
19131923,"FluMist 2008-2009 Formula, Influenza Virus Vaccine Live, 0.2 ML Nasal Spray",RxNorm,,,,,,influenza,,,,,,influenza live
19131923,"Influenza Virus Vaccine, Live Attenuated, A-South Dakota-6-2007 (H1N1) (A-Brisbane-59-2007-like) strain 158000000 UNT/ML / Influenza Virus Vaccine, Live Attenuated, A-Uruguay -716-2007 (H3N2) (A-Brisbane-10-2007-like) strain 158000000 UNT/ML / Influenza Virus Vaccine, Live Attenuated, B-Florida-4-2006 strain 158000000 UNT/ML Nasal Spray [FluMist 2008-2009 Formula]",RxNorm,,,,,,influenza,,,,,,influenza live
